customer_id,recency,frequency,monetary,ml_cluster,rfm_segment,r_score,f_score,m_score
CUST_04464,9,9,1208.86,2,Potential Loyalists,5,3,3
CUST_04465,806,1,62.34,5,Hibernating,1,1,1
CUST_04466,59,18,2648.21,2,Champions,4,5,4
CUST_04467,464,14,2079.73,6,Cannot Lose Them,2,4,4
CUST_04468,459,7,359.59,1,At Risk,2,3,2
CUST_04469,760,2,166.64999999999998,5,Hibernating,1,1,1
CUST_04470,817,1,164.44,5,Hibernating,1,1,1
CUST_04471,56,5,524.31,2,Potential Loyalists,5,2,2
CUST_04472,118,34,8155.35,3,Champions,4,5,5
CUST_04473,225,14,1983.9,6,Loyal Customers,3,4,4
CUST_04474,36,10,1466.26,2,Loyal Customers,5,4,3
CUST_04475,439,1,102.84,1,Hibernating,2,1,1
CUST_04476,1,10,1776.37,2,Champions,5,4,4
CUST_04477,535,11,1564.11,1,Loyal Customers,1,4,3
CUST_04478,352,2,113.97,4,Need Attention,3,1,1
CUST_04479,538,19,7487.31,0,Cannot Lose Them,1,5,5
CUST_04480,435,3,615.13,1,Hibernating,2,2,2
CUST_04481,705,1,36.56,5,Hibernating,1,1,1
CUST_04482,273,7,874.6500000000001,4,Need Attention,3,3,3
CUST_04483,869,1,70.28,5,Hibernating,1,1,1
CUST_04484,68,33,5878.18,7,Champions,4,5,5
CUST_04485,76,7,237.57999999999998,2,Potential Loyalists,4,3,1
CUST_04486,77,2,451.36,2,New Customers,4,1,2
CUST_04487,11,12,2177.39,2,Champions,5,4,4
CUST_04488,310,8,664.05,4,Need Attention,3,3,2
CUST_04489,42,11,1385.67,2,Loyal Customers,5,4,3
CUST_04490,107,10,1871.19,2,Champions,4,4,4
CUST_04491,295,34,9687.43,3,Loyal Customers,3,5,5
CUST_04492,58,6,662.35,2,Potential Loyalists,4,2,2
CUST_04493,341,3,474.61,4,Need Attention,3,2,2
CUST_04494,65,6,1016.74,2,Potential Loyalists,4,2,3
CUST_04495,188,8,941.6999999999999,4,Potential Loyalists,4,3,3
CUST_04496,556,8,689.64,1,At Risk,1,3,2
CUST_04497,313,5,499.14,4,Need Attention,3,2,2
CUST_04498,152,15,3857.4,6,Champions,4,4,5
CUST_04499,291,40,11369.39,3,Loyal Customers,3,5,5
CUST_04500,918,1,37.68,5,Hibernating,1,1,1
CUST_04501,192,29,10384.84,3,Champions,4,5,5
CUST_04502,522,5,401.56,1,Hibernating,2,2,2
CUST_04503,472,24,6116.03,0,Cannot Lose Them,2,5,5
CUST_04504,122,3,374.32,4,Potential Loyalists,4,2,2
CUST_04505,334,38,9060.2,3,Loyal Customers,3,5,5
CUST_04506,15,11,1779.53,2,Champions,5,4,4
CUST_04507,518,9,1123.13,1,At Risk,2,3,3
CUST_04508,756,2,214.29000000000002,5,Hibernating,1,1,1
CUST_04509,33,6,932.3499999999999,2,Potential Loyalists,5,2,3
CUST_04510,792,4,537.12,5,Hibernating,1,2,2
CUST_04511,426,31,6537.51,0,Cannot Lose Them,2,5,5
CUST_04512,12,10,885.2,2,Loyal Customers,5,4,3
CUST_04513,226,6,387.06,4,Need Attention,3,2,2
CUST_04514,596,5,598.27,1,Hibernating,1,2,2
CUST_04515,46,23,5462.72,7,Champions,5,5,5
CUST_04516,615,2,328.0,5,Hibernating,1,1,2
CUST_04517,353,1,23.95,4,Need Attention,3,1,1
CUST_04518,36,7,1156.35,2,Potential Loyalists,5,3,3
CUST_04519,462,9,2221.61,1,Cannot Lose Them,2,3,4
CUST_04520,453,26,5902.04,0,Cannot Lose Them,2,5,5
CUST_04521,183,17,3201.97,6,Champions,4,4,4
CUST_04522,2,9,1801.66,2,Potential Loyalists,5,3,4
CUST_04523,7,11,2543.52,2,Champions,5,4,4
CUST_04524,287,38,11317.39,3,Loyal Customers,3,5,5
CUST_04525,86,20,5738.15,7,Champions,4,5,5
CUST_04526,565,3,594.1700000000001,1,Hibernating,1,2,2
CUST_04527,96,2,302.89,4,New Customers,4,1,2
CUST_04528,318,2,197.54000000000002,4,Need Attention,3,1,1
CUST_04529,393,14,2464.1,6,Cannot Lose Them,2,4,4
CUST_04530,398,3,622.67,1,Hibernating,2,2,2
CUST_04531,630,1,16.11,5,Hibernating,1,1,1
CUST_04532,574,12,2249.02,1,Cannot Lose Them,1,4,4
CUST_04533,2,23,4208.58,7,Champions,5,5,5
CUST_04534,378,1,256.47,4,Hibernating,2,1,1
CUST_04535,734,1,20.74,5,Hibernating,1,1,1
CUST_04536,19,30,7806.41,7,Champions,5,5,5
CUST_04537,759,4,633.89,5,Hibernating,1,2,2
CUST_04538,325,8,1274.3,4,Need Attention,3,3,3
CUST_04539,344,15,2480.12,6,Loyal Customers,3,4,4
CUST_04540,580,6,563.17,1,Hibernating,1,2,2
CUST_04541,889,1,24.19,5,Hibernating,1,1,1
CUST_04542,460,1,78.62,1,Hibernating,2,1,1
CUST_04543,81,9,582.12,2,Potential Loyalists,4,3,2
CUST_04544,537,7,538.24,1,At Risk,1,3,2
CUST_04545,176,16,1989.5300000000002,6,Champions,4,4,4
CUST_04546,518,30,8068.54,0,Cannot Lose Them,2,5,5
CUST_04547,533,27,7534.12,0,Cannot Lose Them,1,5,5
CUST_04548,834,4,758.71,5,Hibernating,1,2,2
CUST_04549,144,17,2618.2200000000003,6,Champions,4,4,4
CUST_04550,663,24,8375.19,0,Cannot Lose Them,1,5,5
CUST_04551,109,28,5782.13,7,Champions,4,5,5
CUST_04552,437,2,180.32999999999998,1,Hibernating,2,1,1
CUST_04553,328,14,2542.31,6,Loyal Customers,3,4,4
CUST_04554,655,5,989.2,5,Hibernating,1,2,3
CUST_04555,590,2,407.59000000000003,1,Hibernating,1,1,2
CUST_04556,455,8,888.31,1,At Risk,2,3,3
CUST_04557,167,9,1019.62,2,Potential Loyalists,4,3,3
CUST_04558,685,4,373.44,5,Hibernating,1,2,2
CUST_04559,447,3,322.43,1,Hibernating,2,2,2
CUST_04560,90,8,1388.16,2,Potential Loyalists,4,3,3
CUST_04561,631,5,712.06,1,Hibernating,1,2,2
CUST_04562,166,30,7512.17,7,Champions,4,5,5
CUST_04563,17,33,9184.78,3,Champions,5,5,5
CUST_04564,2,33,9826.95,3,Champions,5,5,5
CUST_04565,270,21,8015.41,7,Loyal Customers,3,5,5
CUST_04566,584,7,307.09000000000003,1,At Risk,1,3,2
CUST_04567,401,41,11558.4,3,Cannot Lose Them,2,5,5
CUST_04568,561,2,158.22,1,Hibernating,1,1,1
CUST_04569,509,31,8291.29,0,Cannot Lose Them,2,5,5
CUST_04570,303,10,2011.5600000000002,6,Loyal Customers,3,4,4
CUST_04571,579,13,1071.68,1,Loyal Customers,1,4,3
CUST_04572,23,8,1374.95,2,Potential Loyalists,5,3,3
CUST_04573,13,10,1229.02,2,Loyal Customers,5,4,3
CUST_04574,13,13,2652.58,2,Champions,5,4,4
CUST_04575,274,2,111.17,4,Need Attention,3,1,1
CUST_04576,342,10,1532.31,6,Loyal Customers,3,4,3
CUST_04577,82,34,11784.0,3,Champions,4,5,5
CUST_04578,291,7,967.72,4,Need Attention,3,3,3
CUST_04579,373,8,519.48,4,At Risk,2,3,2
CUST_04580,477,8,1112.23,1,At Risk,2,3,3
CUST_04581,407,1,246.19,1,Hibernating,2,1,1
CUST_04582,64,29,10169.05,3,Champions,4,5,5
CUST_04583,565,3,448.93,1,Hibernating,1,2,2
CUST_04584,250,7,679.17,4,Need Attention,3,3,2
CUST_04585,555,13,2898.68,1,Cannot Lose Them,1,4,4
CUST_04586,2,21,5565.3,7,Champions,5,5,5
CUST_04587,428,9,1048.97,1,At Risk,2,3,3
CUST_04588,156,6,627.5600000000001,4,Potential Loyalists,4,2,2
CUST_04589,401,8,1360.64,1,At Risk,2,3,3
CUST_04590,729,10,1135.09,5,Loyal Customers,1,4,3
CUST_04591,33,6,823.47,2,Potential Loyalists,5,2,2
CUST_04592,634,1,125.77,5,Hibernating,1,1,1
CUST_04593,6,9,851.12,2,Potential Loyalists,5,3,3
CUST_04594,440,14,2567.06,6,Cannot Lose Them,2,4,4
CUST_04595,695,2,98.49,5,Hibernating,1,1,1
CUST_04596,439,33,8132.79,0,Cannot Lose Them,2,5,5
CUST_04597,263,4,505.35,4,Need Attention,3,2,2
CUST_04598,30,17,2777.9300000000003,2,Champions,5,4,4
CUST_04599,810,1,32.43,5,Hibernating,1,1,1
CUST_04600,290,25,6987.71,0,Loyal Customers,3,5,5
CUST_04601,318,13,2226.93,6,Loyal Customers,3,4,4
CUST_04602,235,3,395.33,4,Need Attention,3,2,2
CUST_04603,394,33,8336.15,0,Cannot Lose Them,2,5,5
CUST_04604,459,4,562.87,1,Hibernating,2,2,2
CUST_04605,451,25,6701.03,0,Cannot Lose Them,2,5,5
CUST_04606,7,7,838.57,2,Potential Loyalists,5,3,3
CUST_04607,270,29,8531.74,3,Loyal Customers,3,5,5
CUST_04608,319,4,521.6700000000001,4,Need Attention,3,2,2
CUST_04609,545,2,49.36,1,Hibernating,1,1,1
CUST_04610,116,41,12845.41,3,Champions,4,5,5
CUST_04611,595,1,341.47,1,Hibernating,1,1,2
CUST_04612,248,30,7339.41,7,Loyal Customers,3,5,5
CUST_04613,1,9,1303.85,2,Potential Loyalists,5,3,3
CUST_04614,416,9,1079.82,1,At Risk,2,3,3
CUST_04615,267,3,221.76999999999998,4,Need Attention,3,2,1
CUST_04616,170,13,2414.59,6,Champions,4,4,4
CUST_04617,244,5,201.16,4,Need Attention,3,2,1
CUST_04618,727,4,258.36,5,Hibernating,1,2,1
CUST_04619,72,14,2609.9900000000002,2,Champions,4,4,4
CUST_04620,24,36,10960.94,3,Champions,5,5,5
CUST_04621,116,8,1016.73,2,Potential Loyalists,4,3,3
CUST_04622,699,4,390.19,5,Hibernating,1,2,2
CUST_04623,628,5,767.38,1,Hibernating,1,2,2
CUST_04624,29,16,3539.79,2,Champions,5,4,4
CUST_04625,408,5,939.41,1,Hibernating,2,2,3
CUST_04626,254,18,2019.1200000000001,6,Loyal Customers,3,5,4
CUST_04627,268,9,667.83,4,Need Attention,3,3,2
CUST_04628,60,7,953.95,2,Potential Loyalists,4,3,3
CUST_04629,140,10,1325.69,2,Loyal Customers,4,4,3
CUST_04630,239,3,360.07,4,Need Attention,3,2,2
CUST_04631,310,2,67.83,4,Need Attention,3,1,1
CUST_04632,291,1,51.66,4,Need Attention,3,1,1
CUST_04633,261,7,909.93,4,Need Attention,3,3,3
CUST_04634,435,8,1029.1100000000001,1,At Risk,2,3,3
CUST_04635,137,3,231.42000000000002,4,Potential Loyalists,4,2,1
CUST_04636,392,13,2511.48,6,Cannot Lose Them,2,4,4
CUST_04637,332,3,363.26,4,Need Attention,3,2,2
CUST_04638,627,5,900.45,1,Hibernating,1,2,3
CUST_04639,169,14,2723.48,6,Champions,4,4,4
CUST_04640,271,7,1096.33,4,Need Attention,3,3,3
CUST_04641,77,9,1994.47,2,Potential Loyalists,4,3,4
CUST_04642,157,33,7472.95,3,Champions,4,5,5
CUST_04643,204,30,7560.79,7,Champions,4,5,5
CUST_04644,353,15,2335.94,6,Loyal Customers,3,4,4
CUST_04645,3,15,1947.4,2,Champions,5,4,4
CUST_04646,14,23,7212.23,7,Champions,5,5,5
CUST_04647,697,22,4663.01,0,Cannot Lose Them,1,5,5
CUST_04648,102,9,1350.72,2,Potential Loyalists,4,3,3
CUST_04649,43,4,314.41,2,Potential Loyalists,5,2,2
CUST_04650,516,28,8324.52,0,Cannot Lose Them,2,5,5
CUST_04651,608,4,556.82,1,Hibernating,1,2,2
CUST_04652,516,7,418.44,1,At Risk,2,3,2
CUST_04653,475,6,796.1899999999999,1,Hibernating,2,2,2
CUST_04654,15,24,6606.0,7,Champions,5,5,5
CUST_04655,264,23,7467.41,7,Loyal Customers,3,5,5
CUST_04656,372,4,373.44,4,Hibernating,2,2,2
CUST_04657,545,1,48.29,1,Hibernating,1,1,1
CUST_04658,97,5,500.09999999999997,2,Potential Loyalists,4,2,2
CUST_04659,472,1,24.21,1,Hibernating,2,1,1
CUST_04660,359,14,1929.73,6,Loyal Customers,3,4,4
CUST_04661,377,3,421.64,4,Hibernating,2,2,2
CUST_04662,472,5,1104.01,1,Hibernating,2,2,3
CUST_04663,280,26,6597.52,0,Loyal Customers,3,5,5
CUST_04664,353,6,663.06,4,Need Attention,3,2,2
CUST_04665,263,1,176.34,4,Need Attention,3,1,1
CUST_04666,234,9,1152.6399999999999,4,Need Attention,3,3,3
CUST_04667,18,7,898.54,2,Potential Loyalists,5,3,3
CUST_04668,63,2,245.19,2,New Customers,4,1,1
CUST_04669,393,29,9103.53,0,Cannot Lose Them,2,5,5
CUST_04670,314,6,754.46,4,Need Attention,3,2,2
CUST_04671,372,5,590.53,4,Hibernating,2,2,2
CUST_04672,390,29,9968.29,3,Cannot Lose Them,2,5,5
CUST_04673,405,29,6746.139999999999,0,Cannot Lose Them,2,5,5
CUST_04674,181,10,1996.48,2,Champions,4,4,4
CUST_04675,703,10,1653.78,5,Loyal Customers,1,4,3
CUST_04676,345,22,8345.32,0,Loyal Customers,3,5,5
CUST_04677,35,7,1736.68,2,Potential Loyalists,5,3,4
CUST_04678,805,1,66.7,5,Hibernating,1,1,1
CUST_04679,19,10,1474.4099999999999,2,Loyal Customers,5,4,3
CUST_04680,371,37,8466.83,3,Cannot Lose Them,2,5,5
CUST_04681,10,29,6375.4400000000005,7,Champions,5,5,5
CUST_04682,82,2,122.67,4,New Customers,4,1,1
CUST_04683,574,28,6985.99,0,Cannot Lose Them,1,5,5
CUST_04684,181,14,2551.2599999999998,6,Champions,4,4,4
CUST_04685,407,2,83.44,1,Hibernating,2,1,1
CUST_04686,139,8,390.71000000000004,2,Potential Loyalists,4,3,2
CUST_04687,541,28,5844.43,0,Cannot Lose Them,1,5,5
CUST_04688,147,32,7917.41,3,Champions,4,5,5
CUST_04689,452,1,107.91,1,Hibernating,2,1,1
CUST_04690,70,26,7037.889999999999,7,Champions,4,5,5
CUST_04691,684,1,200.48,5,Hibernating,1,1,1
CUST_04692,432,1,104.63,1,Hibernating,2,1,1
CUST_04693,296,9,1654.16,6,Need Attention,3,3,4
CUST_04694,34,10,1640.87,2,Loyal Customers,5,4,3
CUST_04695,175,16,2209.13,6,Champions,4,4,4
CUST_04696,393,3,331.78999999999996,4,Hibernating,2,2,2
CUST_04697,472,2,116.89,1,Hibernating,2,1,1
CUST_04698,21,13,1851.56,2,Champions,5,4,4
CUST_04699,237,4,827.6700000000001,4,Need Attention,3,2,2
CUST_04700,3,24,5926.87,7,Champions,5,5,5
CUST_04701,487,8,949.5,1,At Risk,2,3,3
CUST_04702,649,1,28.18,5,Hibernating,1,1,1
CUST_04703,295,1,56.26,4,Need Attention,3,1,1
CUST_04704,204,39,10865.72,3,Champions,4,5,5
CUST_04705,711,2,82.51,5,Hibernating,1,1,1
CUST_04706,278,20,3675.12,6,Loyal Customers,3,5,4
CUST_04707,229,7,1211.88,4,Need Attention,3,3,3
CUST_04708,24,31,7359.52,7,Champions,5,5,5
CUST_04709,335,10,1730.04,6,Loyal Customers,3,4,4
CUST_04710,318,10,1553.85,6,Loyal Customers,3,4,3
CUST_04711,391,6,603.06,1,Hibernating,2,2,2
CUST_04712,544,1,44.94,1,Hibernating,1,1,1
CUST_04713,32,18,3228.92,2,Champions,5,5,4
CUST_04714,283,3,335.98,4,Need Attention,3,2,2
CUST_04715,459,5,388.84000000000003,1,Hibernating,2,2,2
CUST_04716,4,29,8950.14,7,Champions,5,5,5
CUST_04717,196,11,2266.81,6,Champions,4,4,4
CUST_04718,331,12,2163.87,6,Loyal Customers,3,4,4
CUST_04719,399,3,484.20000000000005,1,Hibernating,2,2,2
CUST_04720,53,5,304.0,2,Potential Loyalists,5,2,2
CUST_04721,77,13,1641.34,2,Loyal Customers,4,4,3
CUST_04722,184,2,183.60999999999999,4,New Customers,4,1,1
CUST_04723,392,29,8457.62,0,Cannot Lose Them,2,5,5
CUST_04724,42,12,2393.94,2,Champions,5,4,4
CUST_04725,340,4,515.49,4,Need Attention,3,2,2
CUST_04726,704,3,481.35,5,Hibernating,1,2,2
CUST_04727,30,25,7975.43,7,Champions,5,5,5
CUST_04728,619,2,171.57999999999998,5,Hibernating,1,1,1
CUST_04729,405,14,1700.06,6,Cannot Lose Them,2,4,4
CUST_04730,60,7,1046.99,2,Potential Loyalists,4,3,3
CUST_04731,521,4,543.53,1,Hibernating,2,2,2
CUST_04732,70,4,213.17000000000002,2,Potential Loyalists,4,2,1
CUST_04733,438,1,30.74,1,Hibernating,2,1,1
CUST_04734,103,6,532.12,2,Potential Loyalists,4,2,2
CUST_04735,606,1,66.0,5,Hibernating,1,1,1
CUST_04736,672,5,639.9000000000001,5,Hibernating,1,2,2
CUST_04737,39,2,164.19,2,New Customers,5,1,1
CUST_04738,36,41,10690.84,3,Champions,5,5,5
CUST_04739,89,37,10331.42,3,Champions,4,5,5
CUST_04740,21,5,1023.75,2,Potential Loyalists,5,2,3
CUST_04741,30,12,1459.68,2,Loyal Customers,5,4,3
CUST_04742,20,20,8040.5,7,Champions,5,5,5
CUST_04743,492,19,4454.74,0,Cannot Lose Them,2,5,5
CUST_04744,214,33,8163.38,3,Champions,4,5,5
CUST_04745,180,42,11971.74,3,Champions,4,5,5
CUST_04746,281,9,959.0100000000001,4,Need Attention,3,3,3
CUST_04747,25,14,2111.47,2,Champions,5,4,4
CUST_04748,592,3,528.18,1,Hibernating,1,2,2
CUST_04749,42,23,6506.67,7,Champions,5,5,5
CUST_04750,514,14,2151.6,6,Cannot Lose Them,2,4,4
CUST_04751,210,9,1948.41,2,Potential Loyalists,4,3,4
CUST_04752,175,7,1127.66,4,Potential Loyalists,4,3,3
CUST_04753,77,36,10209.35,3,Champions,4,5,5
CUST_04754,443,5,918.78,1,Hibernating,2,2,3
CUST_04755,27,15,2096.86,2,Champions,5,4,4
CUST_04756,179,28,6746.84,7,Champions,4,5,5
CUST_04757,599,3,178.85,1,Hibernating,1,2,1
CUST_04758,313,6,801.15,4,Need Attention,3,2,2
CUST_04759,206,14,3290.4300000000003,6,Champions,4,4,4
CUST_04760,204,4,176.46,4,Potential Loyalists,4,2,1
CUST_04761,361,1,37.67,4,Need Attention,3,1,1
CUST_04762,397,32,9270.09,3,Cannot Lose Them,2,5,5
CUST_04763,276,3,416.17,4,Need Attention,3,2,2
CUST_04764,167,2,113.09,4,New Customers,4,1,1
CUST_04765,6,23,7286.65,7,Champions,5,5,5
CUST_04766,11,5,691.95,2,Potential Loyalists,5,2,2
CUST_04767,4,21,4955.73,7,Champions,5,5,5
CUST_04768,455,12,2383.05,6,Cannot Lose Them,2,4,4
CUST_04769,334,9,1139.6,4,Need Attention,3,3,3
CUST_04770,161,5,500.68,4,Potential Loyalists,4,2,2
CUST_04771,275,1,18.72,4,Need Attention,3,1,1
CUST_04772,7,19,4939.68,7,Champions,5,5,5
CUST_04773,413,2,188.01,1,Hibernating,2,1,1
CUST_04774,100,7,1236.57,2,Potential Loyalists,4,3,3
CUST_04775,15,20,5032.99,7,Champions,5,5,5
CUST_04776,37,13,1532.15,2,Loyal Customers,5,4,3
CUST_04777,54,8,1107.68,2,Potential Loyalists,5,3,3
CUST_04778,290,3,260.82,4,Need Attention,3,2,1
CUST_04779,20,11,1778.53,2,Champions,5,4,4
CUST_04780,381,9,1549.22,1,At Risk,2,3,3
CUST_04781,444,8,1741.81,1,Cannot Lose Them,2,3,4
CUST_04782,361,9,1172.19,4,Need Attention,3,3,3
CUST_04783,689,5,915.16,5,Hibernating,1,2,3
CUST_04784,658,9,1520.33,1,At Risk,1,3,3
CUST_04785,948,1,85.35,5,Hibernating,1,1,1
CUST_04786,86,33,10419.22,3,Champions,4,5,5
CUST_04787,19,10,2855.34,2,Champions,5,4,4
CUST_04788,32,10,1384.1,2,Loyal Customers,5,4,3
CUST_04789,659,2,34.650000000000006,5,Hibernating,1,1,1
CUST_04790,587,10,1061.23,1,Loyal Customers,1,4,3
CUST_04791,566,10,1608.6200000000001,1,Loyal Customers,1,4,3
CUST_04792,442,18,5255.6900000000005,0,Cannot Lose Them,2,5,5
CUST_04793,34,25,7733.71,7,Champions,5,5,5
CUST_04794,426,2,235.58999999999997,1,Hibernating,2,1,1
CUST_04795,513,8,1317.71,1,At Risk,2,3,3
CUST_04796,338,29,7364.56,0,Loyal Customers,3,5,5
CUST_04797,734,4,203.37,5,Hibernating,1,2,1
CUST_04798,27,9,1506.73,2,Potential Loyalists,5,3,3
CUST_04799,417,31,7426.2,0,Cannot Lose Them,2,5,5
CUST_04800,767,20,7828.13,0,Cannot Lose Them,1,5,5
CUST_04801,49,37,7672.41,3,Champions,5,5,5
CUST_04802,31,13,2517.24,2,Champions,5,4,4
CUST_04803,481,1,22.72,1,Hibernating,2,1,1
CUST_04804,150,12,1320.0900000000001,2,Loyal Customers,4,4,3
CUST_04805,302,15,2706.76,6,Loyal Customers,3,4,4
CUST_04806,909,1,24.85,5,Hibernating,1,1,1
CUST_04807,340,15,1974.99,6,Loyal Customers,3,4,4
CUST_04808,715,3,558.08,5,Hibernating,1,2,2
CUST_04809,60,39,8507.34,3,Champions,4,5,5
CUST_04810,523,1,185.01,1,Hibernating,2,1,1
CUST_04811,285,41,12139.31,3,Loyal Customers,3,5,5
CUST_04812,365,15,2471.45,6,Loyal Customers,3,4,4
CUST_04813,541,1,13.55,1,Hibernating,1,1,1
CUST_04814,6,29,9415.97,3,Champions,5,5,5
CUST_04815,57,17,3795.2400000000002,2,Champions,5,4,4
CUST_04816,39,9,1579.07,2,Potential Loyalists,5,3,3
CUST_04817,426,6,523.95,1,Hibernating,2,2,2
CUST_04818,161,2,109.57,4,New Customers,4,1,1
CUST_04819,58,4,595.1899999999999,2,Potential Loyalists,4,2,2
CUST_04820,142,4,220.76999999999998,4,Potential Loyalists,4,2,1
CUST_04821,381,8,812.01,1,At Risk,2,3,2
CUST_04822,323,2,201.53,4,Need Attention,3,1,1
CUST_04823,21,5,627.85,2,Potential Loyalists,5,2,2
CUST_04824,889,3,119.94999999999999,5,Hibernating,1,2,1
CUST_04825,666,2,86.73,5,Hibernating,1,1,1
CUST_04826,212,11,796.99,2,Loyal Customers,4,4,2
CUST_04827,464,3,370.90999999999997,1,Hibernating,2,2,2
CUST_04828,371,15,3340.73,6,Cannot Lose Them,2,4,4
CUST_04829,277,3,164.03,4,Need Attention,3,2,1
CUST_04830,171,8,1642.3700000000001,2,Potential Loyalists,4,3,3
CUST_04831,415,2,55.25,1,Hibernating,2,1,1
CUST_04832,191,17,4096.25,6,Champions,4,4,5
CUST_04833,535,4,666.41,1,Hibernating,1,2,2
CUST_04834,444,19,5522.88,0,Cannot Lose Them,2,5,5
CUST_04835,488,15,1866.86,6,Cannot Lose Them,2,4,4
CUST_04836,526,3,179.82,1,Hibernating,2,2,1
CUST_04837,274,17,3097.61,6,Loyal Customers,3,4,4
CUST_04838,64,6,971.78,2,Potential Loyalists,4,2,3
CUST_04839,776,2,295.65,5,Hibernating,1,1,2
CUST_04840,594,12,1680.29,1,Cannot Lose Them,1,4,4
CUST_04841,680,6,418.28999999999996,5,Hibernating,1,2,2
CUST_04842,317,12,1511.54,6,Loyal Customers,3,4,3
CUST_04843,330,6,1295.74,4,Need Attention,3,2,3
CUST_04844,416,12,1414.74,6,Loyal Customers,2,4,3
CUST_04845,373,35,11426.02,3,Cannot Lose Them,2,5,5
CUST_04846,333,9,1645.26,6,Need Attention,3,3,3
CUST_04847,354,7,984.22,4,Need Attention,3,3,3
CUST_04848,266,10,2461.01,6,Loyal Customers,3,4,4
CUST_04849,770,2,148.86,5,Hibernating,1,1,1
CUST_04850,20,19,5281.75,7,Champions,5,5,5
CUST_04851,374,12,1985.15,6,Cannot Lose Them,2,4,4
CUST_04852,525,8,1484.36,1,At Risk,2,3,3
CUST_04853,95,18,2453.38,6,Champions,4,5,4
CUST_04854,158,2,80.94,4,New Customers,4,1,1
CUST_04855,214,5,749.74,4,Potential Loyalists,4,2,2
CUST_04856,938,1,281.53,5,Hibernating,1,1,2
CUST_04857,97,13,1858.51,2,Champions,4,4,4
CUST_04858,31,38,12287.05,3,Champions,5,5,5
CUST_04859,67,6,540.38,2,Potential Loyalists,4,2,2
CUST_04860,195,9,1743.4099999999999,2,Potential Loyalists,4,3,4
CUST_04861,298,14,3588.78,6,Loyal Customers,3,4,4
CUST_04862,20,15,3093.6,2,Champions,5,4,4
CUST_04863,245,21,5535.33,7,Loyal Customers,3,5,5
CUST_04864,239,11,2016.8700000000001,6,Loyal Customers,3,4,4
CUST_04865,441,32,9741.6,3,Cannot Lose Them,2,5,5
CUST_04866,739,1,119.94,5,Hibernating,1,1,1
CUST_04867,135,11,2078.48,2,Champions,4,4,4
CUST_04868,375,2,103.37,4,Hibernating,2,1,1
CUST_04869,88,4,605.8,2,Potential Loyalists,4,2,2
CUST_04870,688,2,36.36,5,Hibernating,1,1,1
CUST_04871,328,2,221.48000000000002,4,Need Attention,3,1,1
CUST_04872,111,4,181.14,4,Potential Loyalists,4,2,1
CUST_04873,21,40,8136.05,3,Champions,5,5,5
CUST_04874,641,1,44.79,5,Hibernating,1,1,1
CUST_04875,18,11,1557.71,2,Loyal Customers,5,4,3
CUST_04876,55,16,3633.09,2,Champions,5,4,4
CUST_04877,202,24,6380.88,7,Champions,4,5,5
CUST_04878,69,33,7521.76,7,Champions,4,5,5
CUST_04879,236,3,685.47,4,Need Attention,3,2,2
CUST_04880,149,8,958.49,2,Potential Loyalists,4,3,3
CUST_04881,128,14,2595.75,2,Champions,4,4,4
CUST_04882,638,2,112.12,5,Hibernating,1,1,1
CUST_04883,91,9,1136.1100000000001,2,Potential Loyalists,4,3,3
CUST_04884,460,9,1814.33,1,Cannot Lose Them,2,3,4
CUST_04885,524,25,8179.88,0,Cannot Lose Them,2,5,5
CUST_04886,279,8,1553.85,4,Need Attention,3,3,3
CUST_04887,537,13,2611.44,1,Cannot Lose Them,1,4,4
CUST_04888,321,1,22.24,4,Need Attention,3,1,1
CUST_04889,539,6,722.77,1,Hibernating,1,2,2
CUST_04890,351,37,9379.48,3,Loyal Customers,3,5,5
CUST_04891,271,11,1720.75,6,Loyal Customers,3,4,4
CUST_04892,773,5,710.29,5,Hibernating,1,2,2
CUST_04893,4,22,6295.4,7,Champions,5,5,5
CUST_04894,551,32,9114.630000000001,0,Cannot Lose Them,1,5,5
CUST_04895,246,7,1153.3400000000001,4,Need Attention,3,3,3
CUST_04896,46,7,469.35,2,Potential Loyalists,5,3,2
CUST_04897,18,24,6922.17,7,Champions,5,5,5
CUST_04898,149,3,223.15,4,Potential Loyalists,4,2,1
CUST_04899,420,20,6888.52,0,Cannot Lose Them,2,5,5
CUST_04900,135,12,1485.99,2,Loyal Customers,4,4,3
CUST_04901,177,2,77.3,4,New Customers,4,1,1
CUST_04902,195,7,1107.95,4,Potential Loyalists,4,3,3
CUST_04903,601,2,101.00999999999999,1,Hibernating,1,1,1
CUST_04904,213,29,7805.349999999999,7,Champions,4,5,5
CUST_04905,311,4,226.73,4,Need Attention,3,2,1
CUST_04906,36,16,1843.3799999999999,2,Champions,5,4,4
CUST_04907,797,3,746.76,5,Hibernating,1,2,2
CUST_04908,665,3,559.73,5,Hibernating,1,2,2
CUST_04909,428,1,122.3,1,Hibernating,2,1,1
CUST_04910,367,12,1564.6299999999999,6,Loyal Customers,2,4,3
CUST_04911,183,19,5734.76,7,Champions,4,5,5
CUST_04912,88,9,648.51,2,Potential Loyalists,4,3,2
CUST_04913,496,8,1041.22,1,At Risk,2,3,3
CUST_04914,863,1,68.48,5,Hibernating,1,1,1
CUST_04915,138,4,420.54,4,Potential Loyalists,4,2,2
CUST_04916,419,18,3020.28,6,Cannot Lose Them,2,5,4
CUST_04917,473,16,2767.6400000000003,6,Cannot Lose Them,2,4,4
